customer_id,total_orders,total_spent,avg_order_value,max_order_value,avg_delivery_delay,avg_review_score,late_delivery_ratio,avg_installments,avg_freight_value,first_order_date,last_order_date,customer_tenure_days,days_since_purchase,churn
1197cb588d4f4fe1169b633a1d525ee6,1,305.77,305.77,305.77,-15.0,5.0,0.0,4.0,16.77,2017-11-24,2017-11-24,0,97,1
1199615452acb7d59d0155b46a60a190,1,1034.34,1034.34,1034.34,-17.0,4.0,0.0,1.0,29.35,2017-09-26,2017-09-26,0,156,1
119a9ef452d2d57f1e9273cb14ad7f20,1,31.0,31.0,31.0,-10.0,4.0,0.0,2.0,14.1,2017-12-04,2017-12-04,0,87,0
119d2be4d56085b41d34fededa11b1bc,1,138.5,138.5,138.5,-13.0,5.0,0.0,3.0,16.6,2018-01-31,2018-01-31,0,29,0
119e9171d6aad0a5434d342e81fddc6c,1,133.06,133.06,133.06,-11.0,5.0,0.0,4.0,18.06,2017-08-28,2017-08-28,0,185,1
119e936a72d10c6ea12ab6129ffd9a79,1,196.12,196.12,196.12,-3.0,5.0,0.0,2.0,26.22,2017-12-15,2017-12-15,0,76,0
11a09dab519948f22f19b265239ff687,1,149.15,149.15,149.15,18.0,1.0,1.0,2.0,19.15,2018-02-01,2018-02-01,0,28,0
11a10448e2adeaa0f579ccd356a6a3f1,1,90.7,90.7,90.7,-21.0,4.0,0.0,4.0,18.08,2017-05-25,2017-05-25,0,280,1
11a146e1036640e0eb9c57b047937115,1,284.65,284.65,284.65,-21.0,5.0,0.0,10.0,15.65,2017-02-16,2017-02-16,0,378,1
11a216d3670865418a5b3a1e66ef30d9,1,134.01,134.01,134.01,-12.0,5.0,0.0,10.0,36.01,2017-08-01,2017-08-01,0,212,1
11a225639ccafce290d9c3dad59e3e62,1,46.01,46.01,46.01,-14.0,5.0,0.0,4.0,16.11,2017-08-05,2017-08-05,0,208,1
11a3345a9a754cc9e83964ea134a4cc8,1,37.68,37.68,37.68,-7.0,5.0,0.0,1.0,7.78,2018-01-15,2018-01-15,0,45,0
11a3e46b98d08eb603d8862efbffcb42,1,111.32,111.32,111.32,-17.0,5.0,0.0,2.0,16.42,2018-02-25,2018-02-25,0,4,0
11a4c8abedc298e5fd500b5b2cd55d70,1,89.78999999999998,89.78999999999998,89.78999999999998,20.0,2.0,1.0,1.0,47.79,2017-09-13,2017-09-13,0,169,1
11a5f3092fc00cabdee343a56943d40b,1,592.18,592.18,592.18,-6.0,4.0,0.0,1.0,38.38,2018-01-15,2018-01-15,0,45,0
11a740e9fc98568cbc38f920e92c850b,1,100.04,100.04,100.04,-9.0,4.0,0.0,1.0,21.04,2018-01-29,2018-01-29,0,31,0
11a780bb84926a4090819aa9d2969b72,1,61.84,61.84,61.84,-11.0,3.0,0.0,1.0,11.85,2017-12-13,2017-12-13,0,78,0
11a8105af3ed32d4a92f696b33c7ca7a,3,222.20999999999998,74.07,74.07,-15.0,5.0,0.0,1.0,14.17,2017-10-16,2017-10-16,0,136,1
11a98fd756d133f16d8d8991c5acc95e,1,250.28,250.28,250.28,-15.0,3.0,0.0,8.0,45.28,2017-09-23,2017-09-23,0,159,1
11ab17e4c92e820e3f148f8d420736b3,3,325.32,108.44,108.44,-12.0,5.0,0.0,2.6666666666666665,9.44,2017-06-01,2017-06-01,0,273,1
11ab6d2231a0af5746b44a810b62b0a1,1,42.69,42.69,42.69,-18.0,5.0,0.0,1.0,16.79,2017-07-26,2017-07-26,0,218,1
11abccf0ff641d344604f0d9e072f91e,1,211.09,211.09,211.09,-22.0,4.0,0.0,6.0,56.39,2017-08-04,2017-08-04,0,209,1
11ad0ff67b7fb20bdddb437c0f60301b,1,97.21,97.21,97.21,-12.0,4.0,0.0,1.0,14.31,2017-11-01,2017-11-01,0,120,1
11adb7c0c8b66a834986cd267cefe35d,1,62.82,62.82,62.82,-16.0,5.0,0.0,2.0,16.92,2017-10-06,2017-10-06,0,146,1
11ae37bb6bd5f1ea30139e17be47a5ca,1,33.59,33.59,33.59,-14.0,,0.0,3.0,15.1,2018-01-24,2018-01-24,0,36,0
11b404d7080235f5ff52a1c38deb5a98,1,67.5,67.5,67.5,0.0,5.0,0.0,5.0,17.6,2018-01-23,2018-01-23,0,37,0
11b6651e83500aee07a2a5b39c329ad1,1,125.4,125.4,125.4,-4.0,5.0,0.0,1.0,38.4,2017-12-09,2017-12-09,0,82,0
11b7e0e29ddb9d0f4831982cc89cd620,1,74.2,74.2,74.2,-9.0,1.0,0.0,3.0,30.2,2017-06-13,2017-06-13,0,261,1
11b9d87705e14c4d101622c838fe9bbb,1,112.3,112.3,112.3,-13.0,5.0,0.0,2.0,12.4,2017-12-01,2017-12-01,0,90,0
11ba41051197470cd97e61e09a9dd92f,1,94.88,94.88,94.88,-31.0,5.0,0.0,1.0,24.98,2017-03-12,2017-03-12,0,354,1
11ba86af0ea78e6db913284c2e9902a8,1,176.87,176.87,176.87,-4.0,4.0,0.0,2.0,16.88,2017-11-26,2017-11-26,0,95,1
11bb6bf8b510e50d36ab76cd9b1f23ca,1,93.3,93.3,93.3,-10.0,4.0,0.0,1.0,14.3,2017-05-14,2017-05-14,0,291,1
11bc83941d71647de90138579c9fc4f7,1,153.9,153.9,153.9,-15.0,5.0,0.0,5.0,14.0,2017-05-26,2017-05-26,0,279,1
11bfdeb017d615bead55b7ff2de22f2d,1,112.71,112.71,112.71,-17.0,4.0,0.0,10.0,13.71,2017-11-03,2017-11-03,0,118,1
11c088d06e0031f259bde2844d96096a,1,37.63,37.63,37.63,-18.0,5.0,0.0,1.0,17.63,2018-02-09,2018-02-09,0,20,0
11c166946c235b3cd5b1fc3fdbcb9215,1,119.39,119.39,119.39,-12.0,5.0,0.0,1.0,15.49,2017-11-13,2017-11-13,0,108,1
11c191489b5fecd461e9d538280e9c5e,1,83.23,83.23,83.23,-13.0,3.0,0.0,1.0,14.23,2017-11-08,2017-11-08,0,113,1
11c48762b75875d8949294883c00d14c,1,945.78,945.78,945.78,3.0,3.0,1.0,10.0,48.78,2017-03-25,2017-03-25,0,341,1
11c66314e234e52a7dc67e9510ede3ae,1,81.05000000000001,81.05000000000001,81.05000000000001,-11.0,3.0,0.0,1.0,16.15,2017-03-15,2017-03-15,0,351,1
11c70faf3288eebd047af567c657e428,1,418.55,418.55,418.55,-15.0,5.0,0.0,1.0,18.56,2017-09-22,2017-09-22,0,160,1
11c794d9a7bfe387c47c3308c8301ebe,1,114.42,114.42,114.42,-24.0,1.0,0.0,1.0,14.43,2018-02-13,2018-02-13,0,16,0
11c87670cbbc2ade8b669cf1734c8f11,1,379.84,379.84,379.84,-19.0,5.0,0.0,2.0,30.84,2017-05-30,2017-05-30,0,275,1
11c897fd95b346aa239cb2b6401e73f3,2,146.32,73.16,73.16,-11.0,5.0,0.0,3.0,15.16,2018-02-19,2018-02-19,0,10,0
11ca0b67c42002ff08adf1a446cdaa61,1,59.96,59.96,59.96,-14.0,5.0,0.0,1.0,10.96,2017-05-01,2017-05-01,0,304,1
11ca735fecae936dacfea16499b4b4d7,1,316.34,316.34,316.34,-9.0,5.0,0.0,10.0,30.34,2017-05-02,2017-05-02,0,303,1
11cc44380a8e2fa7c5e9d0d1cf4adaf0,1,73.21,73.21,73.21,-15.0,4.0,0.0,2.0,23.22,2017-11-24,2017-11-24,0,97,1
11cc55966ffc7f3db445018a66231359,1,32.96,32.96,32.96,-16.0,5.0,0.0,1.0,10.96,2017-02-20,2017-02-20,0,374,1
11cd32106f57df8da221ecbd88155607,1,156.39,156.39,156.39,-12.0,1.0,0.0,10.0,26.94,2017-09-17,2017-09-17,0,165,1
11cdfd80e0dc15257ad8671e2736bedc,1,150.27,150.27,150.27,-10.0,3.0,0.0,1.0,45.3,2017-11-23,2017-11-23,0,98,1
11ce99b70d1025e5fc5e7a9237c529ab,1,155.14,155.14,155.14,-8.0,3.0,0.0,1.0,35.34,2017-10-25,2017-10-25,0,127,1
11d4a055ba1cbf1b63ad4d0bdd30934b,1,417.16,417.16,417.16,-21.0,5.0,0.0,3.0,67.26,2018-01-03,2018-01-03,0,57,0
11d57245f97c362a3fbf65cd5c8fdd6f,1,55.09,55.09,55.09,-8.0,3.0,0.0,5.0,15.1,2018-02-18,2018-02-18,0,11,0
11d69e8cf762813644bd7404602a502b,1,267.29,267.29,267.29,-19.0,5.0,0.0,5.0,27.3,2018-01-03,2018-01-03,0,57,0
11d70f03f893cb98ec454bfcdc3554d3,1,77.57,77.57,77.57,-7.0,5.0,0.0,7.0,17.67,2017-10-09,2017-10-09,0,143,1
11d9c2656edc3357a9b19b9b0ebc34ce,1,242.12,242.12,242.12,-14.0,2.0,0.0,1.0,12.22,2017-03-20,2017-03-20,0,346,1
11da7ae61e194967bc6225ef4a5022f6,1,152.31,152.31,152.31,-13.0,5.0,0.0,4.0,13.31,2018-01-15,2018-01-15,0,45,0
11db63d961c182ad4528247f61bf42e1,1,64.0,64.0,64.0,-14.0,4.0,0.0,1.0,14.1,2018-01-10,2018-01-10,0,50,0
11dcd28e3f52708f274d6cdff2a7364c,1,452.66,452.66,452.66,-10.0,5.0,0.0,1.0,23.66,2017-11-22,2017-11-22,0,99,1
11dee497bfc1ac6d65615bd4e2f10f2b,1,47.71,47.71,47.71,-7.0,3.0,0.0,1.0,8.72,2017-10-29,2017-10-29,0,123,1
11e0029418313bcb51f04b5ea486743a,1,138.14,138.14,138.14,-8.0,5.0,0.0,1.0,44.16,2018-02-16,2018-02-16,0,13,0
11e380be5c4a5ce9622d3e48d02f042a,1,102.66,102.66,102.66,-8.0,4.0,0.0,1.0,12.76,2018-02-22,2018-02-22,0,7,0
11e38b97a28b27825858ca7790142796,1,86.93,86.93,86.93,-11.0,4.0,0.0,3.0,17.73,2017-11-29,2017-11-29,0,92,1
11e50198c769f7badb6655afa56724a6,1,88.56,88.56,88.56,10.0,1.0,1.0,8.0,33.58,2017-11-27,2017-11-27,0,94,1
11e6a06de4b661603476106fa2903210,1,308.33000000000004,308.33000000000004,308.33000000000004,-23.0,5.0,0.0,10.0,53.63,2018-01-29,2018-01-29,0,31,0
11e6c1e1c69c492681319ffe14aab2eb,1,74.34,74.34,74.34,45.0,5.0,1.0,7.0,16.84,2018-02-24,2018-02-24,0,5,0
11e80318a196fa414669dccb5bb03655,1,640.43,640.43,640.43,-21.0,5.0,0.0,3.0,20.78,2018-02-02,2018-02-02,0,27,0
11e967f2d4216f48bdd64fc5bb934074,1,38.69,38.69,38.69,-5.0,4.0,0.0,1.0,9.34,2017-09-08,2017-09-08,0,174,1
11e9a91d1c890094c148f7ed75642135,1,112.43,112.43,112.43,-8.0,5.0,0.0,1.0,15.43,2017-08-30,2017-08-30,0,183,1
11e9bbf2b2029587516b04cafb81a3fc,1,54.0,54.0,54.0,-15.0,4.0,0.0,2.0,30.2,2017-07-08,2017-07-08,0,236,1
11e9d0879e2a681f8c73e99d56c8c613,1,387.83,387.83,387.83,13.0,5.0,1.0,4.0,18.83,2017-11-18,2017-11-18,0,103,1
11ead7c657fc4f2412db1babe52d1619,1,62.79,62.79,62.79,-9.0,5.0,0.0,6.0,26.89,2017-09-03,2017-09-03,0,179,1
11ec4bc0610184925acab62c1b0cd593,1,294.31,294.31,294.31,-22.0,2.0,0.0,4.0,33.82,2018-01-15,2018-01-15,0,45,0
11ec73ddb032be97ae8f0219cce6cfa3,1,152.12,152.12,152.12,-30.0,5.0,0.0,1.0,23.22,2016-10-05,2016-10-05,0,512,1
11f0d9654e771c189ac9710977422029,1,29.05,29.05,29.05,-13.0,4.0,0.0,1.0,14.1,2017-09-18,2017-09-18,0,164,1
11f1058e94059e91e907631d99d977f0,1,450.16,450.16,450.16,-9.0,4.0,0.0,1.0,20.26,2018-02-20,2018-02-20,0,9,0
11f1758efabe90a88171ddb8191add91,1,171.48,171.48,171.48,-4.0,3.0,0.0,1.0,61.51,2017-11-24,2017-11-24,0,97,1
11f312ef72bdca82219eca082d2cff92,1,96.02,96.02,96.02,-18.0,3.0,0.0,1.0,21.02,2017-12-26,2017-12-26,0,65,0
11f4172096c062f11e0da57ad9817572,1,32.77,32.77,32.77,-7.0,1.0,0.0,3.0,7.78,2017-11-16,2017-11-16,0,105,1
11f4c7384d8debfbb64acf9c9a44bc95,1,147.66,147.66,147.66,-9.0,3.0,0.0,1.0,13.49,2017-06-01,2017-06-01,0,273,1
11f5f5a4b5113ed59df85853b97156db,1,220.04,220.04,220.04,-8.0,4.0,0.0,3.0,15.04,2017-07-19,2017-07-19,0,225,1
11f64767c3fbdccdbfa9c080ffac8c88,1,134.94,134.94,134.94,-14.0,4.0,0.0,1.0,15.04,2017-09-20,2017-09-20,0,162,1
11f80f375a9a1438afcdba2e501750f1,1,64.77,64.77,64.77,-12.0,5.0,0.0,1.0,7.78,2017-07-17,2017-07-17,0,227,1
11f86849fabf1a209367df3dc957d670,1,45.78,45.78,45.78,-19.0,4.0,0.0,4.0,16.79,2017-06-14,2017-06-14,0,260,1
11f8f6f30c61766f7ce9b90b023b0ad1,1,67.6,67.6,67.6,-18.0,4.0,0.0,2.0,17.6,2017-09-27,2017-09-27,0,155,1
11f99e3f5828621c1a9930164eb85eb0,1,67.00999999999999,67.00999999999999,67.00999999999999,-11.0,4.0,0.0,3.0,15.11,2017-05-13,2017-05-13,0,292,1
11fb4a84b02d5be5f1bd38d80b185db1,1,246.26,246.26,246.26,-14.0,4.0,0.0,4.0,16.36,2017-08-06,2017-08-06,0,207,1
11fea740df095db33a9ced60fc8dd2d1,1,27.68,27.68,27.68,-6.0,4.0,0.0,1.0,7.78,2017-10-27,2017-10-27,0,125,1
11fed1c811bad9120464349fe781821a,1,176.6,176.6,176.6,-12.0,1.0,0.0,3.0,28.71,2017-11-13,2017-11-13,0,108,1
11ff39f6282e2a89f5c079a47af66743,4,144.04,36.01,36.01,-14.0,5.0,0.0,1.0,16.11,2017-09-07,2017-09-07,0,175,1
11ff3d8979f6bf8d7cfa2d8b0e61a46c,1,82.98,82.98,82.98,-5.0,3.0,0.0,1.0,13.08,2018-01-10,2018-01-10,0,50,0
12002ccd72a0a43cf74c0a1def33df71,2,81.24,40.62,40.62,-12.0,5.0,0.0,1.0,8.72,2017-07-06,2017-07-06,0,238,1
1201015f8e5105e1bfb7e9bd75be8523,1,119.16,119.16,119.16,-6.0,5.0,0.0,2.0,39.18,2017-06-06,2017-06-06,0,268,1
12025777799372620b9f7fa8e4426d1e,1,167.45,167.45,167.45,-18.0,3.0,0.0,10.0,38.45,2018-01-17,2018-01-17,0,43,0
12029efbcd83212db276db34e8d6f802,3,379.56,126.52,126.52,8.0,1.0,1.0,1.0,16.53,2018-02-27,2018-02-27,0,2,0
1207f6cb80c8f74018e7fb3cff8f82f5,1,27.0,27.0,27.0,-2.0,4.0,0.0,2.0,14.1,2017-11-25,2017-11-25,0,96,1
12086658a24c5d25b21a4712a3caa85b,1,60.0,60.0,60.0,-14.0,5.0,0.0,1.0,15.1,2017-09-18,2017-09-18,0,164,1
12088ac6ea84edd4538e734343afa548,1,102.03,102.03,102.03,-15.0,5.0,0.0,1.0,12.13,2017-07-23,2017-07-23,0,221,1
1208af524bba36216ea83411b38275e2,1,32.09,32.09,32.09,-10.0,5.0,0.0,1.0,14.1,2017-08-22,2017-08-22,0,191,1
120900fe5702f3b09c391b686de66804,1,100.23,100.23,100.23,-14.0,5.0,0.0,4.0,14.33,2017-08-09,2017-08-09,0,204,1
12097fd2d4e0e9dd4fe1dff039f63b70,1,47.13,47.13,47.13,-17.0,5.0,0.0,3.0,12.23,2017-07-09,2017-07-09,0,235,1
120c86ea1d348cfc04fb2dccf0e116b9,1,45.09,45.09,45.09,-15.0,5.0,0.0,1.0,15.1,2017-11-19,2017-11-19,0,102,1
120c8df146de37740fbd8d7dee9c0137,2,314.6,157.3,157.3,-6.0,3.0,0.0,1.0,39.3,2017-12-10,2017-12-10,0,81,0
120d8152329c73cf1c57b20b55a0d6db,1,113.15,113.15,113.15,-9.0,5.0,0.0,1.0,13.25,2017-09-08,2017-09-08,0,174,1
120dd4afde62b0c8dfe915a1597950bd,1,45.34,45.34,45.34,-13.0,5.0,0.0,1.0,11.85,2017-09-20,2017-09-20,0,162,1
120dfec0086ce8999e870485b9fb0f38,1,112.58,112.58,112.58,-8.0,5.0,0.0,8.0,23.48,2017-03-04,2017-03-04,0,362,1
120e2f1bb009d3d5ca03393b862f5751,1,36.96,36.96,36.96,-21.0,4.0,0.0,3.0,10.96,2017-04-13,2017-04-13,0,322,1
120ecc99ef409f1f02753d3ad88a9746,1,144.32,144.32,144.32,-16.0,3.0,0.0,2.0,31.82,2017-12-20,2017-12-20,0,71,0
120fefe7ea516ca694e3fc027e0600ed,1,76.66,76.66,76.66,-15.0,5.0,0.0,1.0,16.67,2017-06-05,2017-06-05,0,269,1
12124d576ae42436cb8c39b2623d6e5d,1,55.56,55.56,55.56,-8.0,2.0,0.0,5.0,38.1,2017-04-10,2017-04-10,0,325,1
121367934eaca87a7368689b0b45d96c,1,31.58,31.58,31.58,-8.0,5.0,0.0,3.0,7.78,2017-07-14,2017-07-14,0,230,1
12146654a986f7db61818e306b1e227a,1,137.67,137.67,137.67,-17.0,5.0,0.0,3.0,17.68,2017-03-08,2017-03-08,0,358,1
1214875f26abb740d1d69fe5bec29bd7,1,22.93,22.93,22.93,-10.0,3.0,0.0,1.0,7.94,2018-01-17,2018-01-17,0,43,0
1214e6e00eeb4df5e73fbccad87f17f8,1,117.04,117.04,117.04,-16.0,3.0,0.0,1.0,17.14,2017-08-22,2017-08-22,0,191,1
12168c42925f55a232b6fb7e0bb32007,1,472.41,472.41,472.41,-17.0,4.0,0.0,10.0,33.41,2017-08-01,2017-08-01,0,212,1
1216f129d061c7379441b835d619072e,1,318.57,318.57,318.57,-22.0,5.0,0.0,6.0,18.58,2018-02-14,2018-02-14,0,15,0
121779e79f02587b95b15ca80b9c8a6e,1,35.69,35.69,35.69,1.0,5.0,1.0,1.0,16.79,2017-11-24,2017-11-24,0,97,1
121782b357dc1d54f5fef99674334eeb,1,248.84,248.84,248.84,-24.0,1.0,0.0,5.0,48.84,2017-08-10,2017-08-10,0,203,1
1217d9ba5408d02c8bb74d95ec4161c6,1,88.0,88.0,88.0,-15.0,4.0,0.0,5.0,13.1,2017-03-21,2017-03-21,0,345,1
121ada84af097480e437f1a8c979f6a4,1,117.97,117.97,117.97,-22.0,5.0,0.0,1.0,18.97,2017-02-15,2017-02-15,0,379,1
121d3c0609b8e4783396c134b682711e,1,70.42,70.42,70.42,-13.0,5.0,0.0,2.0,13.42,2018-01-18,2018-01-18,0,42,0
121e027db9f262edc989af13e0bbda74,1,25.77,25.77,25.77,-8.0,5.0,0.0,2.0,7.78,2017-09-08,2017-09-08,0,174,1
121e7c7ff597fcb5ad44189ffccafa70,1,125.41,125.41,125.41,-9.0,,0.0,2.0,14.51,2017-11-23,2017-11-23,0,98,1
1220a90faf99b19704eab9e3e872e399,1,26.35,26.35,26.35,-16.0,5.0,0.0,1.0,14.1,2018-01-02,2018-01-02,0,58,0
12217655416d9edb5594c7dc6597b85f,1,110.42,110.42,110.42,-15.0,5.0,0.0,3.0,15.42,2017-12-12,2017-12-12,0,79,0
1222383916b5fb69b50cdfc3cdae8d7e,1,44.09,44.09,44.09,-14.0,5.0,0.0,3.0,14.1,2018-01-23,2018-01-23,0,37,0
122255f6f72c8210560b25b3b1a7bfc6,1,224.17,224.17,224.17,-6.0,1.0,0.0,1.0,24.27,2018-02-08,2018-02-08,0,21,0
1222ae0f15dc56dc392fa0bb0f033f6b,1,452.81,452.81,452.81,-7.0,4.0,0.0,9.0,27.81,2017-12-01,2017-12-01,0,90,0
1222ae970047ba8ad59b8af5a7cbe8e5,1,46.01,46.01,46.01,-14.0,5.0,0.0,1.0,16.11,2017-07-10,2017-07-10,0,234,1
1226271a46eb0334b4392f591183ba3a,1,43.1,43.1,43.1,-16.0,4.0,0.0,1.0,14.1,2017-07-11,2017-07-11,0,233,1
12285229ebd49a823a9681153fd08ed8,1,207.98,207.98,207.98,-13.0,5.0,0.0,1.0,11.98,2017-04-18,2017-04-18,0,317,1
1228cb8350751ff7a6b47e04910e4fb7,1,296.63,296.63,296.63,-17.0,5.0,0.0,1.0,26.73,2017-12-02,2017-12-02,0,89,0
122935516a68e6f08864fa373221e373,1,56.6,56.6,56.6,-13.0,5.0,0.0,1.0,17.6,2017-11-09,2017-11-09,0,112,1
122b566031d84d7f2b2c3ee360200e84,1,201.84,201.84,201.84,-12.0,5.0,0.0,1.0,31.94,2018-02-27,2018-02-27,0,2,0
122ebc312342fd97b92fca93ee20ac06,1,114.86,114.86,114.86,-14.0,5.0,0.0,1.0,14.87,2017-03-29,2017-03-29,0,337,1
122feef4cefe52aa67488fdc91f462d4,1,118.41,118.41,118.41,-4.0,4.0,0.0,10.0,8.51,2017-07-18,2017-07-18,0,226,1
1231ca7e128f70b30b4f6f5c17fef759,1,43.86,43.86,43.86,-2.0,5.0,0.0,1.0,10.96,2017-05-05,2017-05-05,0,300,1
123287f3f6e1998cc472de6310f8e81d,1,102.92,102.92,102.92,-16.0,5.0,0.0,1.0,7.92,2017-12-07,2017-12-07,0,84,0
1233914219140e9e67169768bf6ee593,1,327.58,327.58,327.58,-12.0,5.0,0.0,8.0,29.58,2017-08-31,2017-08-31,0,182,1
12339325d85b18d50a3e1cdb7e422ebc,1,33.69,33.69,33.69,-10.0,4.0,0.0,3.0,14.52,2017-02-23,2017-02-23,0,371,1
1234431d00a8ee163e2c58e7c699ff0c,1,90.73,90.73,90.73,-19.0,3.0,0.0,1.0,25.73,2017-09-09,2017-09-09,0,173,1
1235910f8fb0ed7574e044384fc001dc,1,28.27,28.27,28.27,-13.0,4.0,0.0,1.0,8.27,2018-02-06,2018-02-06,0,23,0
1236cc216e0d5232fc35a2f838f03136,1,124.34,124.34,124.34,-10.0,5.0,0.0,5.0,17.44,2018-01-18,2018-01-18,0,42,0
1237d9f52275cf3a7396fe1c414dbe62,1,171.84,171.84,171.84,-14.0,5.0,0.0,2.0,33.84,2017-08-28,2017-08-28,0,185,1
12388b49e68e75381131ee52c3b990de,1,113.15,113.15,113.15,-9.0,4.0,0.0,3.0,13.25,2018-01-24,2018-01-24,0,36,0
1239e518e80247840cd399727eb244a5,1,66.89,66.89,66.89,-7.0,5.0,0.0,6.0,11.89,2017-10-24,2017-10-24,0,128,1
123d6a7316b4ab48074d72948fd412da,1,72.1,72.1,72.1,-8.0,1.0,0.0,2.0,14.1,2017-11-03,2017-11-03,0,118,1
123ea921911488038083321655563493,1,66.47999999999999,66.47999999999999,66.47999999999999,-12.0,5.0,0.0,3.0,18.68,2017-06-12,2017-06-12,0,262,1
123f593f6655a73fb519bbfc61f1336c,1,327.37,327.37,327.37,-14.0,4.0,0.0,10.0,27.38,2017-09-09,2017-09-09,0,173,1
12409588e4317b65f504f3c2e91a960f,1,22.6,22.6,22.6,-10.0,5.0,0.0,2.0,15.1,2017-11-01,2017-11-01,0,120,1
1242105334b8574b384d64bf8b3cedc2,1,41.52,41.52,41.52,-1.0,4.0,0.0,4.0,14.52,2017-03-19,2017-03-19,0,347,1
1242ec63ccc71cdb960422c3f26b9400,1,185.93,185.93,185.93,-1.0,5.0,0.0,10.0,21.6,2017-05-01,2017-05-01,0,304,1
1243b85af9f260a323231c4813007315,1,82.67,82.67,82.67,-22.0,5.0,0.0,1.0,25.68,2017-06-11,2017-06-11,0,263,1
1245c5bc6e72ca725a9e4a021ff4ffff,1,21.76,21.76,21.76,-2.0,1.0,0.0,1.0,7.78,2017-05-29,2017-05-29,0,276,1
1249216300a4e60540c3f24822285de0,1,132.17,132.17,132.17,-19.0,4.0,0.0,4.0,13.17,2017-05-15,2017-05-15,0,290,1
1249530a0d9cbe688e92297163ceb575,1,158.56,158.56,158.56,-13.0,5.0,0.0,2.0,19.56,2017-03-18,2017-03-18,0,348,1
124996b6e8865af35cf5b0bd01462f5b,1,66.74,66.74,66.74,-12.0,5.0,0.0,1.0,20.84,2017-08-19,2017-08-19,0,194,1
1249d82653b138f450d0a9cfce2905c7,1,92.02,92.02,92.02,-13.0,5.0,0.0,1.0,32.22,2017-10-10,2017-10-10,0,142,1
124b8498222b87507f630671dcf95385,1,307.63,307.63,307.63,-7.0,5.0,0.0,1.0,17.73,2017-03-01,2017-03-01,0,365,1
124bd2cd4802bd7b4f64b19d46b53bbd,1,212.12,212.12,212.12,-8.0,5.0,0.0,4.0,24.32,2018-02-18,2018-02-18,0,11,0
124c44d3e546ebc14b1f480ac4cec398,1,134.48,134.48,134.48,-11.0,5.0,0.0,2.0,18.68,2017-11-30,2017-11-30,0,91,1
124d228fbb63b271ac5a81ea36b43f39,1,220.71,220.71,220.71,-19.0,5.0,0.0,1.0,21.71,2017-03-16,2017-03-16,0,350,1
1251538e4e2d9de1c61999470342ed3c,1,63.41,63.41,63.41,-11.0,5.0,0.0,2.0,8.11,2018-02-26,2018-02-26,0,3,0
1252d53b3e7f8698e074e1f1ca723f07,1,77.38,77.38,77.38,-10.0,1.0,0.0,1.0,50.38,2017-06-06,2017-06-06,0,268,1
125323b1dc57df4d0ec8b6f695b02e00,1,94.1,94.1,94.1,21.0,1.0,1.0,9.0,44.2,2017-11-25,2017-11-25,0,96,1
12535a12a38599a1966032a195704ce0,1,100.31,100.31,100.31,-14.0,5.0,0.0,2.0,17.32,2017-03-20,2017-03-20,0,346,1
1253d291d269b1da011d7928695cc8d4,1,107.03,107.03,107.03,14.0,1.0,1.0,5.0,38.03,2017-11-21,2017-11-21,0,100,1
1253f6491a96e21d052d952437c7ebe7,1,123.54,123.54,123.54,-12.0,1.0,0.0,9.0,15.56,2017-11-24,2017-11-24,0,97,1
12547146321663dd440fb297f37346ca,1,83.27000000000001,83.27000000000001,83.27000000000001,-21.0,5.0,0.0,2.0,13.37,2018-02-10,2018-02-10,0,19,0
125576f56c96afc30bbf1bff503ae516,1,293.46,293.46,293.46,-14.0,5.0,0.0,3.0,13.46,2017-10-28,2017-10-28,0,124,1
12560c8fc6ef4609768854c0dec45c80,1,441.26,441.26,441.26,-15.0,5.0,0.0,10.0,61.66,2017-07-27,2017-07-27,0,217,1
12591d8c5871d885c6e6d8f2814df84f,1,147.16,147.16,147.16,-11.0,5.0,0.0,1.0,17.16,2018-01-27,2018-01-27,0,33,0
125afbc0911d9cfec5796d16606823be,1,51.35,51.35,51.35,-6.0,5.0,0.0,1.0,11.85,2017-10-26,2017-10-26,0,126,1
125d8a2e48613251e4d7d9f9d302ad27,1,366.65,366.65,366.65,31.0,1.0,1.0,2.0,27.65,2018-01-29,2018-01-29,0,31,0
125e08f137042707e6df84c072bedbb9,1,65.63,65.63,65.63,-9.0,5.0,0.0,1.0,11.73,2018-02-23,2018-02-23,0,6,0
125e3e317286dd5299fd29622dc50f29,1,64.11,64.11,64.11,-18.0,5.0,0.0,1.0,19.23,2017-12-14,2017-12-14,0,77,0
125ee1e307ef264c24976717cc30edd2,3,165.3,55.1,55.1,-9.0,5.0,0.0,1.6666666666666667,17.6,2017-11-25,2017-11-25,0,96,1
125fa3d4cb9eb0e0fcfa62eeef9eecec,1,153.2,153.2,153.2,-20.0,3.0,0.0,1.0,14.7,2017-12-20,2017-12-20,0,71,0
12611da2a76afa74430801e7421f22ba,1,58.71,58.71,58.71,-7.0,5.0,0.0,3.0,8.72,2017-09-17,2017-09-17,0,165,1
1265125ec446b88b4079ce368f6e9595,1,224.84,224.84,224.84,-10.0,3.0,0.0,4.0,32.86,2017-11-29,2017-11-29,0,92,1
1265dac0c8d709601a1234e4a76343d3,1,206.93,206.93,206.93,-1.0,4.0,0.0,1.0,17.03,2018-02-03,2018-02-03,0,26,0
1267bc0a6f110e3e057dd92eb0163c61,1,151.86,151.86,151.86,-7.0,,0.0,3.0,31.87,2017-11-17,2017-11-17,0,104,1
